stock,Brood.Year,X0.1,X0.2,X0.3,X0.4,X0.5,X1.1,X1.2,X1.3,X1.4,X1.5,X2.1,X2.2,X2.3,X2.4,X3.1,X3.2,X3.3,X3.4,Escapement,Recruits,R.S
Stellako,2013,0,0,0,0,NA,235,108178,38089,0,0,0,0,0,NA,NA,0,NA,NA,54130,146502,2.706484389432847
Stellako,2014,0,0,0,0,NA,462,360512,31792,0,0,0,0,0,NA,NA,0,NA,NA,240406,392766,1.6337612206018153
Stellako,2015,0,0,0,0,NA,66,53671,20469,0,0,0,0,0,NA,NA,0,NA,NA,47613,74206,1.5585239325394324
Stellako,2016,0,0,0,0,NA,63,36791,4837,0,NA,0,0,0,NA,NA,0,NA,NA,15775,NA,NA
Stellako,2017,0,0,0,0,NA,47,132511,27578,NA,NA,0,0,NA,NA,NA,NA,NA,NA,49425,NA,NA
Stellako,2018,0,0,0,NA,NA,9,200344,37000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,95963,NA,NA
Stellako,2019,0,0,NA,NA,NA,0,47000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26723,NA,NA
Stellako,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22136,NA,NA
Stellako,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62122,NA,NA
Raft,1948,0,0,0,0,NA,0,62653,684,0,0,0,0,0,NA,NA,0,NA,NA,5524,63337,11.46578566256336
Raft,1949,0,0,0,0,NA,0,36748,2878,0,0,0,0,0,NA,NA,0,NA,NA,2109,39626,18.788999525841632
Raft,1950,0,0,0,0,NA,17,39549,5990,0,0,0,0,0,NA,NA,0,NA,NA,1917,45556,23.764214919144496
Raft,1951,0,0,0,0,NA,8,34636,13009,0,0,0,0,0,NA,NA,0,NA,NA,3364,47653,14.165576694411415
Raft,1952,0,0,0,0,NA,5,46167,5010,0,0,0,0,0,NA,NA,0,NA,NA,5116,51182,10.004300234558249
Raft,1953,0,0,0,0,NA,0,30285,1839,0,0,0,0,0,NA,NA,0,NA,NA,3600,32124,8.923333333333334
Raft,1954,0,0,0,0,NA,231,38964,11293,0,0,0,0,0,NA,NA,0,NA,NA,5352,50488,9.433482810164424
Raft,1955,0,0,0,0,NA,7,52497,7860,0,0,0,158,0,NA,NA,0,NA,NA,2905,60522,20.833734939759037
Raft,1956,0,0,0,0,NA,0,17335,8029,0,0,0,1776,0,NA,NA,0,NA,NA,5179,27140,5.2403938984359915
Raft,1957,0,0,0,0,NA,72,18932,2011,0,0,0,0,0,NA,NA,0,NA,NA,3314,21015,6.341279420639711
Raft,1958,0,0,0,0,NA,23,22591,512,0,0,0,17,0,NA,NA,0,NA,NA,6235,23143,3.7117882919005614
Raft,1959,0,0,0,0,NA,0,20417,3167,0,0,0,30,0,NA,NA,0,NA,NA,5232,23614,4.513379204892966
Raft,1960,0,0,0,0,NA,64,14715,2049,0,0,0,120,0,NA,NA,0,NA,NA,2252,16948,7.525754884547069
Raft,1961,0,0,0,0,NA,32,22139,2154,0,0,0,0,0,NA,NA,0,NA,NA,3014,24325,8.070670205706701
Raft,1962,0,0,0,0,NA,0,37568,2981,0,0,0,0,0,NA,NA,0,NA,NA,4197,40549,9.661424827257566
Raft,1963,0,0,0,0,NA,18,9090,265,0,0,0,444,0,NA,NA,0,NA,NA,2693,9817,3.6453769030820644
Raft,1964,0,0,0,0,NA,81,40283,8228,0,0,0,132,0,NA,NA,0,NA,NA,2666,48724,18.276069017254315
Raft,1965,0,0,0,0,NA,73,18867,1686,0,0,0,0,0,NA,NA,0,NA,NA,2669,20626,7.7279880104908205
Raft,1966,0,0,0,0,NA,320,20483,2736,0,0,0,0,0,NA,NA,0,NA,NA,2666,23539,8.82933233308327
Raft,1967,0,0,0,0,NA,37,8226,1395,0,0,0,0,0,NA,NA,0,NA,NA,358,9658,26.977653631284916
Raft,1968,0,0,0,0,NA,98,100888,5411,0,0,0,0,0,NA,NA,0,NA,NA,3455,106397,30.79507959479016
Raft,1969,0,0,0,0,NA,381,10279,3710,0,0,0,0,0,NA,NA,0,NA,NA,2577,14370,5.576251455180443
Raft,1970,0,0,0,0,NA,37,8300,523,0,0,0,0,0,NA,NA,0,NA,NA,1205,8860,7.352697095435684
Raft,1971,0,0,0,0,NA,33,9570,2116,0,0,0,642,0,NA,NA,0,NA,NA,223,12361,55.4304932735426
Raft,1972,0,0,0,0,NA,87,56973,761,0,0,0,0,0,NA,NA,0,NA,NA,4507,57821,12.829154648324828
Raft,1973,0,0,0,0,NA,22,1616,7723,0,0,0,0,0,NA,NA,0,NA,NA,1345,9361,6.959851301115242
Raft,1974,0,0,0,0,NA,206,11541,476,0,0,0,0,0,NA,NA,0,NA,NA,1479,12223,8.264367816091953
Raft,1975,0,0,0,0,NA,7,5632,797,0,0,0,280,0,NA,NA,0,NA,NA,1391,6716,4.828181164629763
Raft,1976,0,0,0,0,NA,56,18539,1331,0,0,0,0,0,NA,NA,0,NA,NA,3976,19926,5.011569416498994
Raft,1977,0,0,0,0,NA,0,2728,3189,0,0,0,0,1023,NA,NA,0,NA,NA,198,6940,35.05050505050505
Raft,1978,0,0,0,0,NA,253,11888,6562,0,0,0,45,0,NA,NA,0,NA,NA,1343,18748,13.959791511541326
Raft,1979,0,0,0,0,NA,0,1183,1856,0,0,0,0,0,NA,NA,0,NA,NA,693,3039,4.3852813852813854
Raft,1980,0,0,0,0,NA,112,47827,3784,0,0,0,0,0,NA,NA,0,NA,NA,2056,51723,25.157101167315176
Raft,1981,0,0,0,0,NA,29,7366,1244,0,0,0,0,0,NA,NA,0,NA,NA,312,8639,27.689102564102566
Raft,1982,0,0,0,0,NA,0,2509,1233,0,0,0,28,0,NA,NA,0,NA,NA,1533,3770,2.4592302674494455
Raft,1983,0,0,0,0,NA,38,2855,1196,0,0,0,1512,0,NA,NA,0,NA,NA,1821,5601,3.0757825370675453
Raft,1984,0,0,0,0,NA,325,32692,14038,0,0,0,0,8,NA,NA,0,NA,NA,6701,47063,7.0232801074466495
Raft,1985,0,0,0,0,NA,7,2830,1591,0,0,0,105,0,NA,NA,0,NA,NA,1922,4533,2.358480749219563
Raft,1986,0,0,0,0,NA,0,2902,111,0,0,0,0,0,NA,NA,0,NA,NA,1080,3013,2.789814814814815
Raft,1987,0,0,0,0,NA,0,1399,2421,0,0,0,0,0,NA,NA,0,NA,NA,723,3820,5.283540802213001
Raft,1988,0,0,0,0,NA,0,41783,8304,0,0,0,88,310,NA,NA,0,NA,NA,9207,50485,5.483327902682741
Raft,1989,0,0,0,0,NA,7,7357,3935,0,0,0,0,0,NA,NA,0,NA,NA,925,11299,12.215135135135135
Raft,1990,0,0,0,0,NA,0,1610,934,0,0,0,0,0,NA,NA,0,NA,NA,412,2544,6.174757281553398
Raft,1991,0,0,0,0,NA,0,908,553,0,0,0,0,0,NA,NA,0,NA,NA,264,1461,5.534090909090909
Raft,1992,0,0,0,0,NA,6,65321,2024,0,0,8,0,0,NA,NA,0,NA,NA,4112,67359,16.381079766536963
Raft,1993,0,0,0,0,NA,24,22386,10727,0,0,0,65,396,NA,NA,0,NA,NA,2934,33598,11.451261077027949
Raft,1994,0,0,0,0,NA,0,4738,22745,0,0,0,989,0,NA,NA,0,NA,NA,800,28472,35.59
Raft,1995,0,0,0,0,NA,41,22745,4484,0,0,0,0,0,NA,NA,0,NA,NA,682,27270,39.98533724340176
Raft,1996,0,593,0,0,NA,0,89315,22684,0,0,0,0,0,NA,NA,0,NA,NA,21381,112592,5.265983817407979
Raft,1997,0,0,0,0,NA,0,25983,25281,0,0,0,0,0,NA,NA,0,NA,NA,2367,51264,21.657794676806084
Raft,1998,0,0,0,0,NA,8,4905,11325,0,0,0,0,0,NA,NA,0,NA,NA,3585,16238,4.529428172942818
Raft,1999,0,0,0,0,NA,92,26426,34631,0,0,0,0,0,NA,NA,0,NA,NA,3499,61149,17.476136038868248
Raft,2000,0,0,0,0,NA,53,107671,7672,0,0,0,0,0,NA,NA,0,NA,NA,27668,115396,4.170738759577851
Raft,2001,0,630,365,0,NA,0,79275,16425,0,0,0,0,0,NA,NA,0,NA,NA,16025,96695,6.034009360374415
Raft,2002,0,0,0,0,NA,45,21369,21419,0,0,0,0,0,NA,NA,0,NA,NA,8402,42833,5.097952868364675
Raft,2003,0,0,106,0,NA,0,2439,5930,0,0,0,0,0,NA,NA,0,NA,NA,4890,8475,1.7331288343558282
Raft,2004,0,1272,1779,0,NA,4,39136,9746,0,0,0,208,0,NA,NA,0,NA,NA,3244,52145,16.074290998766955
Raft,2005,0,198,0,0,NA,0,6893,2677,0,0,0,0,0,NA,NA,0,NA,NA,16967,9768,0.5757057818117522
Raft,2006,0,143,324,0,NA,0,7804,9950,0,0,0,0,0,NA,NA,0,NA,NA,3442,18221,5.293724578733294
Raft,2007,0,0,0,0,NA,0,6272,4874,0,0,0,0,0,NA,NA,0,NA,NA,8064,11146,1.3821924603174602
Raft,2008,0,0,0,0,NA,2,15504,3896,0,0,0,0,0,NA,NA,0,NA,NA,3562,19402,5.4469399213924765
Raft,2009,0,0,0,0,NA,5,21922,15492,0,0,0,0,0,NA,NA,0,NA,NA,6039,37419,6.196224540486836
Raft,2010,0,0,0,0,NA,36,38701,5905,0,0,0,0,0,NA,NA,0,NA,NA,2389,44642,18.68647969861867
Raft,2011,0,0,0,0,NA,43,18595,5136,0,0,0,0,0,NA,NA,0,NA,NA,4430,23774,5.366591422121896
Raft,2012,0,0,0,0,NA,0,16984,4404,0,0,0,0,0,NA,NA,0,NA,NA,1710,21388,12.507602339181286
Raft,2013,0,0,0,0,NA,6,2888,2523,0,0,0,0,0,NA,NA,0,NA,NA,9045,5417,0.5988944168048645
Raft,2014,0,0,0,0,NA,3,11192,665,0,0,0,0,0,NA,NA,0,NA,NA,9471,11860,1.2522436912680814
Raft,2015,0,0,0,0,NA,0,525,868,0,0,0,0,0,NA,NA,0,NA,NA,8794,1393,0.1584034569024335
Raft,2016,0,0,0,0,NA,0,5450,2089,0,NA,0,142,0,NA,NA,0,NA,NA,3753,NA,NA
Raft,2017,0,0,0,0,NA,0,3271,879,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2269,NA,NA
Raft,2018,0,0,0,NA,NA,0,6219,2471,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1756,NA,NA
Raft,2019,0,31,NA,NA,NA,4,10161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,NA,NA
Raft,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2722,NA,NA
Raft,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1555,NA,NA
Quesnel,1948,0,0,0,0,NA,0,618,0,0,0,0,0,0,NA,NA,0,NA,NA,48,618,12.875
Quesnel,1949,0,514,0,0,NA,22455,463409,0,0,0,0,0,0,NA,NA,0,NA,NA,19210,486378,25.319000520562206
Quesnel,1950,0,0,0,0,NA,34,2014,0,0,0,0,0,0,NA,NA,0,NA,NA,264,2048,7.757575757575758
Quesnel,1951,0,0,0,0,NA,0,413,0,0,0,0,0,0,NA,NA,0,NA,NA,9,413,45.888888888888886
Quesnel,1952,0,0,0,0,NA,0,562,0,0,0,0,0,0,NA,NA,0,NA,NA,51,562,11.019607843137255
Quesnel,1953,0,0,0,0,NA,5902,604123,220,0,0,0,0,0,NA,NA,0,NA,NA,47564,610245,12.829976452779412
Quesnel,1954,0,0,0,0,NA,0,10692,0,0,0,0,0,0,NA,NA,0,NA,NA,146,10692,73.23287671232876
Quesnel,1955,0,0,0,0,NA,0,180,0,0,0,0,0,0,NA,NA,0,NA,NA,30,180,6
Quesnel,1956,0,0,0,0,NA,18,1115,0,0,0,0,0,0,NA,NA,0,NA,NA,39,1133,29.05128205128205
Quesnel,1957,0,1420,0,0,NA,8359,989580,144,0,0,0,30,0,NA,NA,0,NA,NA,132852,999533,7.523657905037184
Quesnel,1958,0,0,0,0,NA,27,3362,23,0,0,0,0,0,NA,NA,0,NA,NA,1269,3412,2.688731284475965
Quesnel,1959,0,0,0,0,NA,0,165,0,0,0,0,0,0,NA,NA,0,NA,NA,29,165,5.689655172413793
Quesnel,1960,0,0,0,0,NA,6,1469,0,0,0,0,0,0,NA,NA,0,NA,NA,123,1475,11.991869918699187
Quesnel,1961,0,0,0,0,NA,44481,1195807,509,0,0,0,93,0,NA,NA,0,NA,NA,70000,1240890,17.727
Quesnel,1962,0,0,0,0,NA,30,7257,0,0,0,0,0,0,NA,NA,0,NA,NA,566,7287,12.874558303886927
Quesnel,1963,0,0,0,0,NA,0,956,0,0,0,0,0,0,NA,NA,0,NA,NA,40,956,23.9
Quesnel,1964,0,0,0,0,NA,0,2812,0,0,0,0,0,0,NA,NA,0,NA,NA,159,2812,17.68553459119497
Quesnel,1965,0,0,0,0,NA,14161,1652107,821,0,0,0,83,0,NA,NA,0,NA,NA,105393,1667172,15.818621730095927
Quesnel,1966,0,0,0,0,NA,28,7038,396,0,0,0,0,0,NA,NA,0,NA,NA,1040,7462,7.175
Quesnel,1967,0,0,0,0,NA,11,1750,0,0,0,0,0,0,NA,NA,0,NA,NA,24,1761,73.375
Quesnel,1968,0,0,0,0,NA,0,428,0,0,0,0,0,0,NA,NA,0,NA,NA,333,428,1.2852852852852852
Quesnel,1969,0,69,0,0,NA,6413,1626582,7768,0,0,0,0,0,NA,NA,0,NA,NA,76565,1640832,21.43057532815255
Quesnel,1970,0,0,0,0,NA,0,20339,0,0,0,0,0,0,NA,NA,0,NA,NA,388,20339,52.420103092783506
Quesnel,1971,0,0,0,0,NA,0,747,0,0,0,0,0,0,NA,NA,0,NA,NA,16,747,46.6875
Quesnel,1972,0,0,0,0,NA,9,856,0,0,0,0,0,0,NA,NA,0,NA,NA,46,865,18.804347826086957
Quesnel,1973,0,527,0,0,NA,5114,2326864,3929,0,0,0,0,0,NA,NA,0,NA,NA,112414,2336434,20.784190581244328
Quesnel,1974,0,0,0,0,NA,21,29304,1570,0,0,0,129,0,NA,NA,0,NA,NA,2587,31024,11.992269037495168
Quesnel,1975,0,0,0,0,NA,0,1865,0,0,0,0,0,0,NA,NA,0,NA,NA,105,1865,17.761904761904763
Quesnel,1976,0,0,0,0,NA,0,1233,0,0,0,0,0,0,NA,NA,0,NA,NA,209,1233,5.899521531100478
Quesnel,1977,0,0,0,0,NA,8446,3810786,54029,0,0,0,5261,0,NA,NA,0,NA,NA,160717,3878522,24.132618204670322
Quesnel,1978,0,0,0,0,NA,142,186073,10473,0,0,0,36,0,NA,NA,0,NA,NA,4349,196724,45.23430673718096
Quesnel,1979,0,0,0,0,NA,0,2103,3908,0,0,0,0,0,NA,NA,0,NA,NA,238,6011,25.256302521008404
Quesnel,1980,0,0,0,0,NA,0,2446,0,0,0,0,0,0,NA,NA,0,NA,NA,98,2446,24.959183673469386
Quesnel,1981,0,0,0,0,NA,19608,9553856,213188,0,0,0,0,0,NA,NA,0,NA,NA,332290,9786652,29.452141201962142
Quesnel,1982,0,0,0,0,NA,0,499074,56312,0,0,0,0,156,NA,NA,0,NA,NA,20054,555542,27.702303779794555
Quesnel,1983,0,0,0,0,NA,33,31515,8864,0,0,0,0,0,NA,NA,0,NA,NA,1098,40412,36.80510018214936
Quesnel,1984,0,0,0,0,NA,85,6868,0,0,0,0,0,0,NA,NA,0,NA,NA,551,6953,12.618874773139746
Quesnel,1985,0,2870,23700,0,NA,28135,12137664,334171,0,0,0,17706,993,NA,NA,0,NA,NA,692799,12545239,18.108050098224737
Quesnel,1986,0,0,0,0,NA,41,2364628,168115,0,0,0,0,0,NA,NA,0,NA,NA,94792,2532784,26.71938560216052
Quesnel,1987,0,0,0,0,NA,11,119437,57144,0,0,0,0,0,NA,NA,0,NA,NA,11238,176592,15.713828083288842
Quesnel,1988,0,0,0,0,NA,0,26342,0,0,0,0,0,0,NA,NA,0,NA,NA,4185,26342,6.294384707287933
Quesnel,1989,0,2122,0,0,NA,10417,10339444,280053,0,0,51,9408,0,NA,NA,0,NA,NA,940432,10641495,11.315539028871838
Quesnel,1990,0,0,0,0,NA,585,2946813,336236,0,0,0,0,0,NA,NA,0,NA,NA,259218,3283634,12.667461364565732
Quesnel,1991,0,0,0,0,NA,26,100196,50671,0,0,0,282,0,NA,NA,0,NA,NA,24861,151175,6.080809299706368
Quesnel,1992,0,0,0,0,NA,1,29213,0,0,0,0,0,0,NA,NA,0,NA,NA,3046,29214,9.590938936309914
Quesnel,1993,0,282,0,0,NA,1642,6446036,398551,0,0,0,4529,0,NA,NA,0,NA,NA,1507350,6851040,4.545089063588417
Quesnel,1994,0,0,0,0,NA,248,2263471,212902,0,0,0,470,0,NA,NA,0,NA,NA,356251,2477091,6.953218376930872
Quesnel,1995,0,0,0,0,NA,0,119078,48228,0,0,0,0,0,NA,NA,0,NA,NA,116867,167306,1.4315931785705118
Quesnel,1996,0,0,0,0,NA,0,67906,19609,0,0,0,3175,0,NA,NA,0,NA,NA,21719,90690,4.175606611722455
Quesnel,1997,0,1589,0,0,NA,79,4358762,318446,0,0,0,13897,0,NA,NA,0,NA,NA,904914,4692773,5.185877331989559
Quesnel,1998,0,0,0,0,NA,56,4467804,272015,0,0,0,0,0,NA,NA,0,NA,NA,534532,4739875,8.867336286695652
Quesnel,1999,0,0,0,0,NA,0,581976,228610,0,0,0,0,0,NA,NA,0,NA,NA,106908,810586,7.582089273019792
Quesnel,2000,0,0,0,0,NA,0,38143,15667,0,0,0,0,0,NA,NA,0,NA,NA,37163,53810,1.447945537227888
Quesnel,2001,0,4927,0,0,NA,42,3576455,115416,0,0,0,4166,0,NA,NA,0,NA,NA,1740454,3701006,2.1264601075351606
Quesnel,2002,0,0,0,0,NA,38,603583,36207,0,0,0,437,0,NA,NA,0,NA,NA,1312599,640265,0.4877841595186344
Quesnel,2003,0,0,0,0,NA,0,82424,60604,0,0,0,848,0,NA,NA,0,NA,NA,148235,143876,0.9705939892737883
Quesnel,2004,0,0,164,0,NA,0,6545,5107,0,0,0,0,0,NA,NA,0,NA,NA,6629,11816,1.7824709609292502
Quesnel,2005,0,0,0,0,NA,0,198574,15503,0,0,17,2854,190,NA,NA,0,NA,NA,772179,217138,0.28120163848019697
Quesnel,2006,0,169,0,0,NA,67,585766,42264,0,0,0,0,0,NA,NA,0,NA,NA,90069,628266,6.975385537754389
Quesnel,2007,0,0,0,0,NA,23,79347,585,0,0,0,13,0,NA,NA,0,NA,NA,33601,79968,2.379929168774739
Quesnel,2008,0,0,0,0,NA,0,794,6267,0,0,0,173,0,NA,NA,0,NA,NA,2473,7234,2.9251920744035584
Quesnel,2009,0,0,173,0,NA,24,296378,23536,0,0,0,0,0,NA,NA,0,NA,NA,82781,320111,3.8669622256314855
Quesnel,2010,0,0,0,0,NA,3986,2495754,29220,0,0,59,511,0,NA,NA,0,NA,NA,131545,2529530,19.22938918240906
Quesnel,2011,0,0,0,0,NA,41,37396,3984,0,0,0,0,0,NA,NA,0,NA,NA,16936,41421,2.4457368918280586
Quesnel,2012,0,0,0,0,NA,1,295,206,0,0,0,0,0,NA,NA,0,NA,NA,97,502,5.175257731958763
Quesnel,2013,0,0,0,0,NA,482,143727,8477,0,0,0,0,0,NA,NA,0,NA,NA,93727,152686,1.6290503270135606
Quesnel,2014,0,0,0,0,NA,1846,2130254,40089,0,0,0,232,0,NA,NA,0,NA,NA,430821,2172421,5.042514176421298
Quesnel,2015,0,0,0,0,NA,0,5174,1127,0,0,0,43,0,NA,NA,0,NA,NA,25749,6344,0.2463785001359276
Quesnel,2016,0,0,0,0,NA,0,296,730,0,NA,0,0,0,NA,NA,0,NA,NA,213,NA,NA
Quesnel,2017,0,0,0,0,NA,9,120329,682,NA,NA,0,0,NA,NA,NA,NA,NA,NA,59636,NA,NA
Quesnel,2018,0,0,0,NA,NA,493,1501181,78000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,332730,NA,NA
Quesnel,2019,0,0,NA,NA,NA,0,44000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14301,NA,NA
Quesnel,2020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,NA,NA
Quesnel,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54756,NA,NA
Chilko,1948,0,0,0,0,NA,32000,1643062,11182,0,0,6131,254316,1282,NA,NA,0,NA,NA,364597,1947973,5.342811378042057
Chilko,1949,0,0,0,0,NA,3732,560635,10368,0,0,621,46358,1424,NA,NA,0,NA,NA,33029,623138,18.866390141996426
Chilko,1950,0,0,0,0,NA,1489,183278,4705,0,0,954,15449,0,NA,NA,0,NA,NA,6555,205875,31.40732265446224
Chilko,1951,0,0,0,0,NA,3925,644911,20763,0,0,5004,74115,3609,NA,NA,0,NA,NA,57563,752327,13.069628059691121
Chilko,1952,0,0,0,0,NA,18732,1763929,35975,0,0,114,38833,893,NA,NA,0,NA,NA,233628,1858476,7.954851302069957
Chilko,1953,0,0,0,0,NA,1172,514554,14004,0,0,2583,86362,781,NA,NA,0,NA,NA,94471,619456,6.557102179504821
Chilko,1954,0,0,0,0,NA,12234,632132,4415,0,0,2844,58891,2233,NA,NA,0,NA,NA,21247,712749,33.545865298630396
Chilko,1955,0,0,0,0,NA,32418,1407963,31011,0,0,1373,40510,0,NA,NA,0,NA,NA,75834,1513275,19.955099295830365
Chilko,1956,0,0,0,0,NA,13905,2379854,16684,0,0,75,25152,0,NA,NA,0,NA,NA,368607,2435670,6.607769250177018
Chilko,1957,0,0,0,0,NA,76,117362,3149,0,0,63,17578,0,NA,NA,0,NA,NA,83128,138228,1.6628332210566836
Chilko,1958,0,0,0,0,NA,4055,278320,13613,0,0,1711,130581,5091,NA,NA,0,NA,NA,70433,433371,6.152953871054761
Chilko,1959,0,0,0,0,NA,23792,2080497,18659,0,0,1272,88363,0,NA,NA,0,NA,NA,272891,2212583,8.10793686856657
Chilko,1960,0,0,0,0,NA,5472,958877,5980,0,0,1045,81961,0,NA,NA,0,NA,NA,244864,1053335,4.301714421066388
Chilko,1961,0,0,0,0,NA,256,52713,11583,0,0,409,4492,0,NA,NA,0,NA,NA,15038,69453,4.618499800505386
Chilko,1962,0,0,0,0,NA,10657,960609,13582,0,0,0,696,18,NA,NA,0,NA,NA,42125,985562,23.39613056379822
Chilko,1963,0,0,0,0,NA,37579,1112861,4045,0,0,3971,47006,841,NA,NA,0,NA,NA,57207,1206303,21.08663275473281
Chilko,1964,0,0,0,0,NA,7252,1818921,55810,0,0,1343,156756,0,NA,NA,0,NA,NA,131590,2040082,15.503320921042633
Chilko,1965,0,0,0,0,NA,1787,138555,2360,0,0,1782,14460,0,NA,NA,0,NA,NA,20813,158944,7.636765483111517
Chilko,1966,0,0,0,0,NA,26456,744469,27636,0,0,1479,89160,0,NA,NA,0,NA,NA,107541,889200,8.268474349317934
Chilko,1967,0,0,0,0,NA,28734,1933329,23351,0,0,5300,13996,0,NA,NA,0,NA,NA,90006,2004710,22.27307068417661
Chilko,1968,0,0,0,0,NA,46952,2349375,21925,0,0,1108,55581,1128,NA,NA,0,NA,NA,181912,2476069,13.611356040283214
Chilko,1969,0,0,0,0,NA,4126,369954,15839,0,0,294,12146,0,NA,NA,0,NA,NA,25519,402359,15.76703632587484
Chilko,1970,0,0,0,0,NA,16775,630046,1084,0,0,5423,41128,0,NA,NA,0,NA,NA,50923,694456,13.637374074583194
Chilko,1971,0,0,0,0,NA,58786,740253,0,0,0,13222,40581,0,NA,NA,0,NA,NA,97365,852842,8.759225594412777
Chilko,1972,0,0,0,0,NA,42709,1947465,34424,0,0,1309,83501,166,NA,NA,0,NA,NA,332353,2109574,6.347389673028377
Chilko,1973,0,0,0,0,NA,8835,200775,6807,0,0,2893,27243,1744,NA,NA,0,NA,NA,30231,248297,8.213324071317523
Chilko,1974,0,0,0,0,NA,26487,641497,4312,0,0,3815,36356,0,NA,NA,0,NA,NA,71127,712467,10.016829052258636
Chilko,1975,0,0,0,0,NA,22821,1389008,7375,0,0,20230,73812,390,NA,NA,0,NA,NA,133782,1513636,11.31419772465653
Chilko,1976,0,0,0,0,NA,8457,1650944,25168,0,0,334,14210,0,NA,NA,0,NA,NA,228326,1699113,7.441609803526537
Chilko,1977,0,0,0,0,NA,3346,190527,2743,0,0,0,2584,0,NA,NA,0,NA,NA,20385,199200,9.771891096394407
Chilko,1978,0,0,0,0,NA,8616,1169034,77743,0,0,397,9789,0,NA,NA,0,NA,NA,85570,1265579,14.789984807759728
Chilko,1979,0,0,0,0,NA,9358,1615466,72206,0,0,1371,15308,7804,NA,NA,0,NA,NA,147920,1721513,11.638135478637102
Chilko,1980,0,0,0,0,NA,12504,3920494,473961,0,0,414,32179,2375,NA,NA,0,NA,NA,293234,4441927,15.148062639393794
Chilko,1981,0,0,0,0,NA,1722,180656,4547,0,0,2919,18862,0,NA,NA,0,NA,NA,20164,208706,10.35042650267804
Chilko,1982,0,0,0,0,NA,52424,1355953,131741,0,0,182,57505,1412,NA,NA,0,NA,NA,142515,1599217,11.22139423920289
Chilko,1983,0,0,0,0,NA,45476,1717330,36418,0,0,5243,310875,4399,NA,NA,0,NA,NA,213715,2119741,9.918541047656927
Chilko,1984,0,0,0,0,NA,11108,500714,2890,0,0,1951,153893,5802,NA,NA,0,NA,NA,283152,676358,2.388674634118777
Chilko,1985,0,0,0,0,NA,970,366037,184400,0,0,1563,18862,1136,NA,NA,0,NA,NA,34979,572968,16.38034249120901
Chilko,1986,0,0,0,0,NA,47835,4413216,279555,0,0,335,54465,5033,NA,NA,0,NA,NA,165504,4800439,29.004972689481825
Chilko,1987,0,0,0,0,NA,11552,4032356,316979,0,0,863,56111,2975,NA,NA,0,NA,NA,268111,4420836,16.48882738865619
Chilko,1988,0,0,0,0,NA,2697,2979547,157913,0,0,797,155406,0,NA,NA,0,NA,NA,206206,3296360,15.98576181100453
Chilko,1989,0,0,0,0,NA,11841,3015024,86942,0,0,0,3564,0,NA,NA,0,NA,NA,42811,3117371,72.8170563640186
Chilko,1990,0,0,0,0,NA,13262,2412516,178745,0,0,4715,19347,0,NA,NA,0,NA,NA,497991,2628585,5.2783785249131006
Chilko,1991,0,0,0,0,NA,4495,1126703,128342,0,0,537,122472,0,NA,NA,0,NA,NA,597537,1382549,2.3137462617377667
Chilko,1992,0,0,0,0,NA,3754,1773513,78754,0,0,614,9714,0,NA,NA,0,NA,NA,319959,1866349,5.833087989398642
Chilko,1993,0,0,0,0,NA,18173,3380892,548667,0,0,208,15931,0,NA,NA,0,NA,NA,322298,3963871,12.298776287783356
Chilko,1994,0,0,0,0,NA,10606,1331935,72717,0,0,184,4545,0,NA,NA,0,NA,NA,253976,1419987,5.591028286137273
Chilko,1995,0,0,0,0,NA,2778,1045307,179013,0,0,36,44788,2414,NA,NA,0,NA,NA,298027,1274336,4.275907887540391
Chilko,1996,0,0,0,0,NA,359,1175834,159331,0,0,0,26555,1811,NA,NA,0,NA,NA,504469,1363890,2.7036150883404133
Chilko,1997,0,0,0,0,NA,222,663879,204615,0,0,0,16297,0,NA,NA,0,NA,NA,509298,885013,1.7377115166366253
Chilko,1998,0,0,0,0,NA,1084,423716,73801,0,0,0,34730,3035,NA,NA,0,NA,NA,467624,536366,1.1470027201341249
Chilko,1999,0,0,0,0,NA,2228,1449980,109275,0,0,0,9106,0,NA,NA,0,NA,NA,432565,1570589,3.630873972697745
Chilko,2000,0,0,0,0,NA,3918,424960,27152,0,0,59,42236,3565,NA,NA,0,NA,NA,395559,501890,1.268811985064175
